unity_time,python_time,latency_ms,fps,num_hands,num_joints
33.051983,72790.075049,-72757023.07,17.65,1,21
33.101617,72790.131707,-72757030.09,20.15,1,21
33.151660,72790.181310,-72757029.65,19.98,1,21
33.205224,72790.231283,-72757026.06,18.67,1,21
33.258050,72790.284767,-72757026.72,18.93,1,21
33.312636,72790.337787,-72757025.15,18.32,1,21
33.364233,72790.392402,-72757028.17,19.38,1,21
33.416806,72790.443792,-72757026.99,19.02,1,21
33.469472,72790.496344,-72757026.87,18.99,1,21
33.520686,72790.549094,-72757028.41,19.53,1,21
33.572352,72790.600551,-72757028.20,19.36,1,21
33.624786,72790.651915,-72757027.13,19.07,1,21
33.678081,72790.704481,-72757026.40,18.76,1,21
33.733247,72790.757790,-72757024.54,18.13,1,21
33.788435,72790.812943,-72757024.51,18.12,1,21
33.838138,72790.867989,-72757029.85,20.12,1,21
33.895303,72790.917785,-72757022.48,17.49,1,21
33.947519,72790.974911,-72757027.39,19.15,1,21
34.001892,72791.027084,-72757025.19,18.39,1,21
34.053728,72791.081576,-72757027.85,19.29,1,21
34.106480,72791.133381,-72757026.90,18.96,1,21
34.161446,72791.186135,-72757024.69,18.19,1,21
34.214617,72791.241058,-72757026.44,18.81,1,21
34.269067,72791.294226,-72757025.16,18.37,1,21
34.322244,72791.348682,-72757026.44,18.81,1,21
34.372957,72791.401774,-72757028.82,19.72,1,21
34.423347,72791.452670,-72757029.32,19.85,1,21
34.476736,72791.503087,-72757026.35,18.73,1,21
34.528375,72791.556545,-72757028.17,19.37,1,21
34.580773,72791.607881,-72757027.11,19.08,1,21
34.610561,72791.660352,-72757049.79,33.57,0,0
34.640795,72791.690379,-72757049.58,33.08,0,0
34.669128,72791.720561,-72757051.43,35.29,0,0
34.718245,72791.748872,-72757030.63,20.36,1,21
34.775591,72791.797831,-72757022.24,17.44,1,21
34.830511,72791.855169,-72757024.66,18.21,1,21
34.886722,72791.910239,-72757023.52,17.79,1,21
34.942506,72791.966294,-72757023.79,17.93,1,21
35.004421,72792.022211,-72757017.79,16.15,1,21
35.062255,72792.084186,-72757021.93,17.29,1,21
35.118721,72792.141841,-72757023.12,17.71,1,21
35.170804,72792.198322,-72757027.52,19.20,1,21
35.222172,72792.250388,-72757028.22,19.47,1,21
35.280247,72792.301828,-72757021.58,17.22,1,21
35.331949,72792.359841,-72757027.89,19.34,1,21
35.383471,72792.411689,-72757028.22,19.41,1,21
35.436803,72792.463017,-72757026.21,18.75,1,21
35.490063,72792.516269,-72757026.21,18.78,1,21
35.544161,72792.569724,-72757025.56,18.48,1,21
35.595806,72792.622534,-72757026.73,19.36,1,21
35.650292,72792.675454,-72757025.16,18.35,1,21
35.705592,72792.729830,-72757024.24,18.08,1,21
35.760046,72792.785240,-72757025.19,18.36,1,21
35.792546,72792.839687,-72757047.14,30.77,0,0
35.843918,72792.872471,-72757028.55,19.47,1,21
35.897338,72792.923711,-72757026.37,18.72,1,21
35.954267,72792.976875,-72757022.61,17.57,1,21
36.012124,72793.034083,-72757021.96,17.28,1,21
36.066201,72793.091867,-72757025.67,18.49,1,21
36.122734,72793.145777,-72757023.04,17.69,1,21
36.174068,72793.202369,-72757028.30,19.48,1,21
36.225151,72793.253722,-72757028.57,19.58,1,21
36.279406,72793.304916,-72757025.51,18.43,1,21
36.330661,72793.358944,-72757028.28,19.51,1,21
36.384565,72793.410183,-72757025.62,18.55,1,21
36.435627,72793.464184,-72757028.56,19.58,1,21
36.489882,72793.515250,-72757025.37,18.43,1,21
36.545503,72793.569492,-72757023.99,17.98,1,21
36.601961,72793.625159,-72757023.20,17.71,1,21
36.654240,72793.681501,-72757027.26,19.13,1,21
36.707519,72793.733882,-72757026.36,18.77,1,21
36.760928,72793.787151,-72757026.22,18.72,1,21
36.818106,72793.840527,-72757022.42,17.49,1,21
36.872239,72793.897624,-72757025.38,18.47,1,21
36.922655,72793.951953,-72757029.30,19.83,1,21
36.975616,72794.002200,-72757026.58,18.88,1,21
37.030261,72794.055294,-72757025.03,18.30,1,21
37.085571,72794.109819,-72757024.25,18.08,1,21
37.140145,72794.165205,-72757025.06,18.32,1,21
37.192939,72794.219743,-72757026.80,18.94,1,21
37.248127,72794.272736,-72757024.61,18.12,1,21
37.300635,72794.327652,-72757027.02,19.04,1,21
37.353441,72794.380210,-72757026.77,18.94,1,21
37.408779,72794.433097,-72757024.32,18.07,1,21
37.458565,72794.488382,-72757029.82,20.09,1,21
37.510503,72794.538275,-72757027.77,19.25,1,21
37.560393,72794.590191,-72757029.80,20.04,1,21
37.615248,72794.640270,-72757025.02,18.23,1,21
37.669938,72794.694884,-72757024.95,18.29,1,21
37.723334,72794.749577,-72757026.24,18.73,1,21
37.778067,72794.802854,-72757024.79,18.27,1,21
37.829645,72794.857735,-72757028.09,19.39,1,21
37.880264,72794.909158,-72757028.89,19.76,1,21
37.934825,72794.959894,-72757025.07,18.33,1,21
37.989771,72795.014360,-72757024.59,18.20,1,21
38.047116,72795.069477,-72757022.36,17.44,1,21
38.102551,72795.126901,-72757024.35,18.04,1,21
38.156319,72795.181447,-72757025.13,18.60,1,21
38.214397,72795.236176,-72757021.78,17.22,1,21
38.268227,72795.294239,-72757026.01,18.58,1,21
38.322934,72795.347770,-72757024.84,18.28,1,21
38.376249,72795.402540,-72757026.29,18.76,1,21
38.434051,72795.456089,-72757022.04,17.30,1,21
38.486911,72795.513665,-72757026.75,18.92,1,21
38.543054,72795.566516,-72757023.46,17.81,1,21
38.593781,72795.622654,-72757028.87,19.71,1,21
38.646967,72795.673455,-72757026.49,18.80,1,21
38.699454,72795.726737,-72757027.28,19.05,1,21
38.753540,72795.778974,-72757025.43,18.49,1,21
38.807133,72795.833221,-72757026.09,18.66,1,21
38.860610,72795.886794,-72757026.18,18.70,1,21
38.916479,72795.940421,-72757023.94,17.90,1,21
38.971418,72795.996025,-72757024.61,18.20,1,21
39.022364,72796.051102,-72757028.74,19.63,1,21
39.073720,72796.101959,-72757028.24,19.47,1,21
39.126777,72796.153424,-72757026.65,18.85,1,21
39.179391,72796.206513,-72757027.12,19.01,1,21
39.233766,72796.259233,-72757025.47,18.39,1,21
39.284664,72796.313336,-72757028.67,19.65,1,21
39.339236,72796.364350,-72757025.11,18.32,1,21
39.390237,72796.418843,-72757028.61,19.61,1,21
39.442072,72796.469867,-72757027.80,19.29,1,21
39.496265,72796.521787,-72757025.52,18.45,1,21
39.552513,72796.575923,-72757023.41,17.78,1,21
39.607763,72796.632097,-72757024.33,18.10,1,21
39.661328,72796.687349,-72757026.02,18.67,1,21
39.721694,72796.741060,-72757019.37,16.57,1,21
39.782479,72796.801445,-72757018.97,16.45,1,21
39.840313,72796.862456,-72757022.14,17.29,1,21
39.899510,72796.919905,-72757020.39,16.89,1,21
39.959352,72796.979053,-72757019.70,16.71,1,21
40.018893,72797.038935,-72757020.04,16.79,1,21
40.073683,72797.098608,-72757024.93,18.25,1,21
40.129801,72797.153565,-72757023.76,17.82,1,21
40.186885,72797.209415,-72757022.53,17.52,1,21
40.244126,72797.266489,-72757022.36,17.47,1,21
40.301210,72797.323856,-72757022.65,17.52,1,21
40.358286,72797.380832,-72757022.55,17.52,1,21
40.410448,72797.437823,-72757027.38,19.17,1,21
40.463195,72797.490069,-72757026.87,18.96,1,21
40.519923,72797.543002,-72757023.08,17.63,1,21
