unity_time,python_time,latency_ms,fps,num_hands,num_joints
33.638495,75436.157820,-75402519.33,18.31,0,0
33.692754,75436.212630,-75402519.88,18.43,1,21
33.749714,75436.266845,-75402517.13,17.56,1,21
33.801670,75436.323747,-75402522.08,19.25,0,0
33.847795,75436.375651,-75402527.86,21.68,0,0
33.901871,75436.421674,-75402519.80,18.49,1,21
33.951205,75436.475733,-75402524.53,20.27,1,21
34.000894,75436.525068,-75402524.17,20.13,1,21
34.036144,75436.574829,-75402538.69,28.37,0,0
34.067205,75436.610303,-75402543.10,32.19,0,0
34.115016,75436.641120,-75402526.10,20.92,0,0
34.165273,75436.688928,-75402523.65,19.90,1,21
34.221964,75436.739217,-75402517.25,17.64,1,21
34.275543,75436.795791,-75402520.25,18.66,0,0
34.351658,75436.849551,-75402497.89,13.14,1,21
34.382214,75436.925472,-75402543.26,32.73,0,0
34.435937,75436.956216,-75402520.28,18.61,1,21
34.509110,75437.010042,-75402500.93,13.67,1,21
34.556643,75437.082936,-75402526.29,21.04,0,0
34.609718,75437.131103,-75402521.39,18.84,0,0
34.661310,75437.183760,-75402522.45,19.38,0,0
34.711192,75437.235504,-75402524.31,20.05,1,21
34.767981,75437.285141,-75402517.16,17.61,0,0
34.818313,75437.342150,-75402523.84,19.87,0,0
34.850377,75437.392187,-75402541.81,31.19,0,0
34.904813,75437.424564,-75402519.75,18.37,1,21
34.959968,75437.478860,-75402518.89,18.13,1,21
35.015401,75437.533841,-75402518.44,18.04,1,21
35.064881,75437.589444,-75402524.56,20.21,0,0
35.114774,75437.638857,-75402524.08,20.04,0,0
35.163805,75437.688627,-75402524.82,20.40,1,21
35.217258,75437.737845,-75402520.59,18.71,0,0
35.265427,75437.791483,-75402526.06,20.76,0,0
35.324012,75437.839402,-75402515.39,17.07,0,0
35.395521,75437.897966,-75402502.45,13.98,0,0
35.452087,75437.969718,-75402517.63,17.68,0,0
35.502115,75438.026043,-75402523.93,19.99,0,0
35.552005,75438.076038,-75402524.03,20.04,0,0
35.603668,75438.125982,-75402522.31,19.36,0,0
35.653560,75438.177633,-75402524.07,20.04,1,21
35.704684,75438.227344,-75402522.66,19.56,1,21
35.758194,75438.278835,-75402520.64,18.69,0,0
35.808715,75438.332264,-75402523.55,19.79,0,0
35.857628,75438.382676,-75402525.05,20.44,1,21
35.932079,75438.431576,-75402499.50,13.43,1,21
35.983627,75438.506013,-75402522.39,19.40,0,0
36.032715,75438.557607,-75402524.89,20.37,0,0
36.082912,75438.606648,-75402523.74,19.92,0,0
36.129388,75438.656950,-75402527.56,21.52,0,0
36.182577,75438.703633,-75402521.06,18.80,1,21
36.235724,75438.756659,-75402520.94,18.82,0,0
36.289939,75438.809808,-75402519.87,18.45,0,0
36.345782,75438.864001,-75402518.22,17.91,0,0
36.417431,75438.919836,-75402502.40,13.96,1,21
36.473479,75438.991258,-75402517.78,17.84,1,21
36.524831,75439.047370,-75402522.54,19.47,0,0
36.575057,75439.098966,-75402523.91,19.91,0,0
36.609736,75439.149153,-75402539.42,28.84,0,0
36.660205,75439.183839,-75402523.63,19.81,1,21
36.711527,75439.234125,-75402522.60,19.48,0,0
36.786472,75439.285928,-75402499.46,13.34,0,0
36.837597,75439.360476,-75402522.88,19.56,1,21
36.890213,75439.411563,-75402521.35,19.01,1,21
36.964483,75439.464377,-75402499.89,13.46,1,21
37.022623,75439.538635,-75402516.01,17.20,0,0
37.075482,75439.596610,-75402521.13,18.92,0,0
37.128017,75439.649593,-75402521.58,19.03,1,21
37.180673,75439.701850,-75402521.18,18.99,0,0
37.232577,75439.754572,-75402522.00,19.27,0,0
37.281274,75439.806725,-75402525.45,20.54,0,0
37.351858,75439.855262,-75402503.40,14.17,0,0
37.419022,75439.925840,-75402506.82,14.89,1,21
37.478593,75439.993133,-75402514.54,16.79,0,0
